TYPE,TIMESTAMP_NS,SYMBOL,PRICE,SIZE,BID_PRICE,BID_SIZE,ASK_PRICE,ASK_SIZE
QUOTE,1672583613818046680,SYNTH,,,99.94,1680,99.96,5230
TRADE,1672583613862136465,SYNTH,99.96,127,,,,
QUOTE,1672583614162399924,SYNTH,,,99.95,1160,99.97,8820
QUOTE,1672583614375534467,SYNTH,,,99.94,8790,99.96,7160
QUOTE,1672583614534364155,SYNTH,,,99.94,8210,99.96,4220
QUOTE,1672583614899087652,SYNTH,,,99.94,5910,99.96,4640
TRADE,1672583615046220584,SYNTH,99.96,145,,,,
TRADE,1672583615356118741,SYNTH,99.94,96,,,,
QUOTE,1672583615450808324,SYNTH,,,99.95,4100,99.97,9010
QUOTE,1672583615574706022,SYNTH,,,99.95,5370,99.97,1730
TRADE,1672583615882158394,SYNTH,99.95,104,,,,
TRADE,1672583615897170950,SYNTH,99.97,46,,,,
QUOTE,1672583615911398870,SYNTH,,,99.97,5430,99.99,8250
TRADE,1672583616072819828,SYNTH,99.97,132,,,,
QUOTE,1672583616214875929,SYNTH,,,99.98,7140,100.0,5140
TRADE,1672583616464179001,SYNTH,100.0,148,,,,
QUOTE,1672583616703076562,SYNTH,,,99.97,4870,99.99,2900
QUOTE,1672583617139766223,SYNTH,,,99.97,5570,99.99,5470
QUOTE,1672583617307810285,SYNTH,,,99.97,2820,99.99,3970
QUOTE,1672583617735360639,SYNTH,,,99.97,4300,99.99,8640
QUOTE,1672583618020922201,SYNTH,,,99.98,8760,100.0,2900
QUOTE,1672583618385460274,SYNTH,,,99.98,6390,100.0,7150
QUOTE,1672583618520295278,SYNTH,,,99.98,5040,100.0,2420
TRADE,1672583618531080099,SYNTH,99.98,31,,,,
TRADE,1672583618758154850,SYNTH,100.0,15,,,,
QUOTE,1672583619043831089,SYNTH,,,99.96,9020,99.98,4430
TRADE,1672583619369115118,SYNTH,99.98,140,,,,
TRADE,1672583619850280484,SYNTH,99.96,174,,,,
QUOTE,1672583619889784232,SYNTH,,,99.96,6700,99.98,2430
TRADE,1672583620337106529,SYNTH,99.98,118,,,,
QUOTE,1672583620536296211,SYNTH,,,99.95,2690,99.97,5760
QUOTE,1672583620906413773,SYNTH,,,99.96,1080,99.98,3450
QUOTE,1672583620948948489,SYNTH,,,99.96,6160,99.98,2800
QUOTE,1672583621281227319,SYNTH,,,99.96,6980,99.98,9410
TRADE,1672583621704458753,SYNTH,99.98,78,,,,
QUOTE,1672583621784878475,SYNTH,,,99.97,4480,99.99,4800
TRADE,1672583621954988525,SYNTH,99.99,73,,,,
QUOTE,1672583622164212528,SYNTH,,,99.98,7300,100.0,5110
QUOTE,1672583622441946847,SYNTH,,,99.97,5940,99.99,3470
TRADE,1672583622742229259,SYNTH,99.97,28,,,,
QUOTE,1672583622980266995,SYNTH,,,99.98,4610,100.0,5930
TRADE,1672583623027533279,SYNTH,100.0,63,,,,
QUOTE,1672583623156489109,SYNTH,,,99.99,9160,100.01,8560
TRADE,1672583623370641474,SYNTH,100.01,148,,,,
TRADE,1672583623731652112,SYNTH,99.99,97,,,,
QUOTE,1672583624209104774,SYNTH,,,99.98,9770,100.0,7710
QUOTE,1672583624617335477,SYNTH,,,99.98,9300,100.0,1160
QUOTE,1672583624953497819,SYNTH,,,99.98,9140,100.0,9550
QUOTE,1672583625267984483,SYNTH,,,99.99,7590,100.01,4170
QUOTE,1672583625722648148,SYNTH,,,99.98,4060,100.0,6960
QUOTE,1672583625948395842,SYNTH,,,99.99,4340,100.01,5810
QUOTE,1672583626060817507,SYNTH,,,99.99,8670,100.01,3640
QUOTE,1672583626476334662,SYNTH,,,99.99,2780,100.01,1560
QUOTE,1672583626786670837,SYNTH,,,99.99,1120,100.01,3950
QUOTE,1672583626925609167,SYNTH,,,100.0,4120,100.02,3790
QUOTE,1672583626954118227,SYNTH,,,100.0,2590,100.02,6070
QUOTE,1672583627306985958,SYNTH,,,100.01,6560,100.03,7950
TRADE,1672583627767453294,SYNTH,100.01,101,,,,
QUOTE,1672583627831727863,SYNTH,,,100.01,9250,100.03,5970
QUOTE,1672583628298254742,SYNTH,,,100.0,2590,100.02,1980
QUOTE,1672583628669665133,SYNTH,,,100.0,7910,100.02,3080
TRADE,1672583628687845870,SYNTH,100.02,36,,,,
QUOTE,1672583628840738879,SYNTH,,,99.99,2810,100.01,4190
TRADE,1672583629067819721,SYNTH,99.99,64,,,,
TRADE,1672583629103037201,SYNTH,100.01,84,,,,
QUOTE,1672583629256651142,SYNTH,,,99.98,2380,100.0,2330
TRADE,1672583629281038646,SYNTH,100.0,121,,,,
QUOTE,1672583629370630044,SYNTH,,,99.97,9800,99.99,9740
TRADE,1672583629557953548,SYNTH,99.97,116,,,,
TRADE,1672583629994121254,SYNTH,99.97,150,,,,
TRADE,1672583630252609097,SYNTH,99.99,85,,,,
QUOTE,1672583630268552193,SYNTH,,,99.95,1570,99.97,8680
QUOTE,1672583630455773478,SYNTH,,,99.95,4380,99.97,3180
QUOTE,1672583630741345184,SYNTH,,,99.94,4850,99.96,8990
QUOTE,1672583631236018273,SYNTH,,,99.94,2790,99.96,5710
QUOTE,1672583631542145457,SYNTH,,,99.95,5920,99.97,5830
TRADE,1672583631641321674,SYNTH,99.97,163,,,,
TRADE,1672583632021599591,SYNTH,99.95,120,,,,
TRADE,1672583632477587648,SYNTH,99.97,198,,,,
TRADE,1672583632929295034,SYNTH,99.95,191,,,,
TRADE,1672583633358912724,SYNTH,99.97,65,,,,
TRADE,1672583633620969056,SYNTH,99.95,84,,,,
TRADE,1672583634001607650,SYNTH,99.97,52,,,,
QUOTE,1672583634122972238,SYNTH,,,99.94,7410,99.96,7780
TRADE,1672583634610130802,SYNTH,99.96,137,,,,
QUOTE,1672583635105938311,SYNTH,,,99.96,6090,99.98,9250
QUOTE,1672583635247033215,SYNTH,,,99.95,1540,99.97,4620
QUOTE,1672583635614976278,SYNTH,,,99.95,9330,99.97,3450
QUOTE,1672583635736590945,SYNTH,,,99.96,2670,99.98,1140
QUOTE,1672583635953022666,SYNTH,,,99.97,4400,99.99,2500
QUOTE,1672583636363241730,SYNTH,,,99.96,8370,99.98,1590
QUOTE,1672583636675020308,SYNTH,,,99.95,1480,99.97,9670
QUOTE,1672583636806607144,SYNTH,,,99.95,4730,99.97,1520
TRADE,1672583637028387820,SYNTH,99.95,146,,,,
QUOTE,1672583637450926850,SYNTH,,,99.96,8960,99.98,5720
QUOTE,1672583637663670717,SYNTH,,,99.96,9310,99.98,1920
QUOTE,1672583638113665004,SYNTH,,,99.96,8030,99.98,4190
QUOTE,1672583638543486764,SYNTH,,,99.96,7710,99.98,5420
QUOTE,1672583638727183879,SYNTH,,,99.96,7090,99.98,9320
QUOTE,1672583639112150972,SYNTH,,,99.95,6400,99.97,5030
QUOTE,1672583639609705793,SYNTH,,,99.95,2620,99.97,2010
QUOTE,1672583640063092602,SYNTH,,,99.94,1570,99.96,8490
QUOTE,1672583640534211084,SYNTH,,,99.95,5750,99.97,4460
QUOTE,1672583640996929501,SYNTH,,,99.94,7530,99.96,5060
QUOTE,1672583641208986584,SYNTH,,,99.94,9620,99.96,7120
TRADE,1672583641313968074,SYNTH,99.96,136,,,,
QUOTE,1672583641348553092,SYNTH,,,99.93,5220,99.95,1830
QUOTE,1672583641846565583,SYNTH,,,99.93,4200,99.95,7120
QUOTE,1672583642096092660,SYNTH,,,99.92,6430,99.94,2000
QUOTE,1672583642495840519,SYNTH,,,99.92,3380,99.94,1540
QUOTE,1672583642954617081,SYNTH,,,99.93,4380,99.95,1100
QUOTE,1672583643101553902,SYNTH,,,99.94,4790,99.96,3310
QUOTE,1672583643495430889,SYNTH,,,99.93,3320,99.95,2140
TRADE,1672583643973878206,SYNTH,99.95,64,,,,
QUOTE,1672583644207764029,SYNTH,,,99.93,3550,99.95,2090
TRADE,1672583644373849985,SYNTH,99.95,77,,,,
QUOTE,1672583644604678711,SYNTH,,,99.93,4800,99.95,4480
QUOTE,1672583644906542952,SYNTH,,,99.94,5380,99.96,6810
QUOTE,1672583645305153778,SYNTH,,,99.94,6920,99.96,7790
QUOTE,1672583645490410038,SYNTH,,,99.94,3920,99.96,5300
TRADE,1672583645771215155,SYNTH,99.96,20,,,,
QUOTE,1672583646059551354,SYNTH,,,99.95,7370,99.97,6760
QUOTE,1672583646337143409,SYNTH,,,99.94,4670,99.96,2520
QUOTE,1672583646451696825,SYNTH,,,99.94,2170,99.96,3130
QUOTE,1672583646726781754,SYNTH,,,99.95,8900,99.97,6740
QUOTE,1672583646753782467,SYNTH,,,99.94,5520,99.96,9000
QUOTE,1672583647238875083,SYNTH,,,99.94,6060,99.96,9390
QUOTE,1672583647290285685,SYNTH,,,99.94,7180,99.96,3340
QUOTE,1672583647457799697,SYNTH,,,99.94,9120,99.96,5610
QUOTE,1672583647577155622,SYNTH,,,99.94,2770,99.96,7390
QUOTE,1672583647687259479,SYNTH,,,99.95,8510,99.97,8620
QUOTE,1672583647763211441,SYNTH,,,99.95,4070,99.97,1230
QUOTE,1672583647783184353,SYNTH,,,99.96,9780,99.98,2200
QUOTE,1672583648126161515,SYNTH,,,99.97,6660,99.99,6830
QUOTE,1672583648588164917,SYNTH,,,99.97,4100,99.99,9490
QUOTE,1672583648985860817,SYNTH,,,99.98,7850,100.0,8550
TRADE,1672583649370143639,SYNTH,99.98,185,,,,
QUOTE,1672583649726811822,SYNTH,,,99.96,2870,99.98,4750
QUOTE,1672583649797744681,SYNTH,,,99.95,1350,99.97,2440
QUOTE,1672583649896205364,SYNTH,,,99.95,2540,99.97,1370
TRADE,1672583649922532047,SYNTH,99.97,35,,,,
QUOTE,1672583650186080628,SYNTH,,,99.96,5690,99.98,3480
QUOTE,1672583650549609417,SYNTH,,,99.95,9540,99.97,3930
QUOTE,1672583650968307938,SYNTH,,,99.94,9310,99.96,6190
QUOTE,1672583651249151836,SYNTH,,,99.93,7750,99.95,3390
QUOTE,1672583651386336582,SYNTH,,,99.92,3130,99.94,2450
QUOTE,1672583651799481613,SYNTH,,,99.92,3260,99.94,6620
QUOTE,1672583652071470233,SYNTH,,,99.91,4310,99.93,8540
TRADE,1672583652318676233,SYNTH,99.93,140,,,,
QUOTE,1672583652751375884,SYNTH,,,99.9,5340,99.92,4650
QUOTE,1672583652865606685,SYNTH,,,99.91,7440,99.93,1940
QUOTE,1672583652978404267,SYNTH,,,99.92,5030,99.94,9210
QUOTE,1672583653466127567,SYNTH,,,99.91,4520,99.93,5070
TRADE,1672583653705634263,SYNTH,99.93,78,,,,
QUOTE,1672583653938184640,SYNTH,,,99.9,6720,99.92,3730
QUOTE,1672583654285845035,SYNTH,,,99.9,3840,99.92,3210
QUOTE,1672583654522615013,SYNTH,,,99.9,4840,99.92,7750
QUOTE,1672583655019485938,SYNTH,,,99.91,4390,99.93,1200
QUOTE,1672583655339123534,SYNTH,,,99.9,9230,99.92,9960
TRADE,1672583655598655233,SYNTH,99.92,91,,,,
QUOTE,1672583655932941101,SYNTH,,,99.89,2720,99.91,1370
QUOTE,1672583655945002978,SYNTH,,,99.88,1500,99.9,3260
TRADE,1672583656075616708,SYNTH,99.88,66,,,,
QUOTE,1672583656526653913,SYNTH,,,99.87,7650,99.89,2410
QUOTE,1672583656640560433,SYNTH,,,99.86,8870,99.88,3250
TRADE,1672583656663915234,SYNTH,99.86,23,,,,
QUOTE,1672583657078477597,SYNTH,,,99.87,4640,99.89,9690
QUOTE,1672583657405440471,SYNTH,,,99.87,8210,99.89,1260
QUOTE,1672583657510906868,SYNTH,,,99.88,5960,99.9,5000
QUOTE,1672583657629315305,SYNTH,,,99.88,6640,99.9,6800
QUOTE,1672583657767092938,SYNTH,,,99.88,1250,99.9,6640
TRADE,1672583657939883732,SYNTH,99.88,78,,,,
TRADE,1672583658418463568,SYNTH,99.9,109,,,,
QUOTE,1672583658650051643,SYNTH,,,99.88,2100,99.9,9560
QUOTE,1672583659107597550,SYNTH,,,99.87,2250,99.89,6610
TRADE,1672583659270813995,SYNTH,99.89,179,,,,
QUOTE,1672583659471280709,SYNTH,,,99.87,5340,99.89,6520
QUOTE,1672583659535166615,SYNTH,,,99.86,5280,99.88,3620
QUOTE,1672583659752404711,SYNTH,,,99.86,9720,99.88,9450
QUOTE,1672583660051211893,SYNTH,,,99.85,1800,99.87,3160
